alert_key,probability
357307,0.6432948368730059
376329,0.00032414
373644,0.000372012
357668,0.671808265183872
354443,0.7279736631524077
361128,0.7422752084589795
364753,0.1535900959257528
365254,0.001321919
375177,0.001554787
360609,0.67414291722687
362463,0.3159748142331883
371048,0.003724474
368703,0.0037718
376496,0.003925634
369160,0.003972957
373250,0.004030032
357108,0.7578005405032828
377450,0.004570662
377489,0.005026442
369183,0.005235683
375786,0.005385378
367385,0.005790364
359961,0.44157566125392494
372097,0.006369698
374437,0.006401459
372786,0.006596792
373652,0.007559706
368288,0.007959106
369001,0.008006123
357471,0.5502450196272957
373249,0.008834857
371557,0.008879561
363442,0.1660573461028074
367901,0.009127459
356228,0.1436144338553625
366990,0.009135589
353518,0.28958067057798476
366992,0.009441363
366277,0.009880656
370571,0.009940367
355197,0.19416570863692464
370278,0.010197381
376567,0.010612582
368268,0.010716221
368570,0.010855993
371768,0.011395877
369612,0.011830347
353241,0.6477417459797337
364675,0.6449483853614637
358723,0.6458937308519639
354007,0.5806329285853925
376117,0.014458386
367018,0.01501238
370240,0.015028798
355816,0.5478517031807435
360063,0.17673467068331908
367684,0.015612938
354047,0.5144741298975728
359605,0.6039748667689883
358227,0.5215233858162545
366963,0.016728919
355808,0.7089455314600295
367535,0.018295994
362125,0.6725734476973244
356795,0.4483141206166774
364626,0.49851715804262486
371637,0.019504806
361856,0.7567361231620591
369164,0.02014221
362723,0.6632527730652209
356790,0.7259430542115047
372305,0.020667546
365739,0.020699391
370233,0.020822157
371793,0.020948872
356638,0.7328271882046316
358254,0.6111736898985964
355751,0.4459830900107882
358216,0.282659062277841
367366,0.021555177
363261,0.20575370665190235
378018,0.021795173
359854,0.75924566404938
355188,0.20351447475305723
360842,0.5469811122366697
354853,0.25828610105953514
357485,0.26885536403447396
376503,0.023545181
371279,0.024731431
358458,0.7425833582434758
360264,0.16591174625568042
353868,0.16649071802803167
363136,0.4800526813018292
361003,0.38529695180156687
373477,0.027337353
376103,0.027387421
364190,0.17311517523059436
374318,0.027579537
356306,0.5128428308344894
360401,0.4040372518515055
354820,0.5813057087143833
365325,0.028496918
367417,0.029011484
358172,0.13499240290808398
353872,0.8141068929198882
368580,0.029521743
366708,0.029583605
365595,0.030003258
359647,0.22369062322158978
372343,0.030424574
360589,0.5546143287520204
372795,0.030808095
371639,0.031022875
364695,0.5821889753827121
370248,0.031223872
369444,0.031312298
355181,0.731745308972608
367216,0.031991491
375775,0.032035505
378068,0.032059851
358331,0.6358224159632735
356245,0.14156571864604092
367533,0.032284222
374525,0.032570304
367893,0.033145637
376644,0.033315515
361282,0.14651950580746909
376785,0.03374771
361270,0.639675938158467
376080,0.03429141
368682,0.034779943
369990,0.034949703
355775,0.3477047018270657
359483,0.5895526201789055
364253,0.6358224159632735
375891,0.035530319
363763,0.21223285564128194
377761,0.036565558
363459,0.656540249640103
376304,0.036748115
374936,0.037312358
365467,0.037457335
366252,0.037780358
361314,0.5851830122387158
372124,0.038220854
355384,0.45224607032711245
361166,0.6297592518777367
357448,0.6107534579708389
376098,0.040112749
357069,0.7097689002291683
366687,0.040615842
374428,0.040738184
368724,0.04099415
367897,0.041180997
365876,0.041265818
378410,0.041447961
353835,0.5293363961525843
354842,0.3865597628197602
352876,0.2820412315232182
364678,0.6993679888266268
376490,0.04354938
367421,0.043559883
363916,0.2138357484593484
372347,0.044764801
356951,0.5947083087243403
368577,0.045374302
356045,0.14309646417956118
371280,0.045555742
360011,0.12674133774563148
371626,0.045649719
354261,0.21646846752941468
360409,0.5842010773736275
357498,0.5938118024163491
376073,0.046618443
375311,0.046856998
359775,0.5065377862007658
353861,0.42511223400098175
362890,0.4830570466879231
366823,0.047760041
357507,0.254497788912509
357221,0.7474338820146469
366696,0.04845185
359648,0.6914620232860811
357871,0.6656929071688965
366624,0.049753884
357671,0.30548045295108206
364686,0.30557170421139196
375306,0.050212513
377933,0.05058435
355411,0.7451265556394354
354673,0.5919200118085499
368901,0.05156908
373256,0.052426309
370153,0.052521098
371749,0.052567546
353860,0.7571775269834123
370243,0.052679828
356784,0.33695493849961095
357509,0.7215410831866659
364640,0.48270421190655066
369808,0.053680887
354049,0.308030011841086
361566,0.6533279193311341
369145,0.054632418
368524,0.054943277
354246,0.173500753705146
367543,0.055378569
375035,0.055455627
367691,0.055467288
367217,0.055470737
363771,0.753676432951652
359340,0.2626284787297609
370161,0.056338872
365578,0.056457029
353385,0.6140025153313575
358046,0.8141078521199914
374575,0.057253456
367418,0.057332604
372812,0.05771978
374463,0.05799436
357882,0.6996690243134001
358808,0.16290627058635168
357222,0.7540125811748742
365617,0.058876903
378407,0.058974672
360566,0.7556514617562249
363102,0.5114134699353644
373444,0.059641795
369593,0.060129161
364319,0.7089455314600295
353888,0.3004646239340986
369464,0.060959717
357324,0.49320670817661993
363320,0.7215801385035789
362725,0.7519503923980437
372794,0.061936113
377432,0.062044219
371421,0.062414947
375460,0.062625851
374577,0.062745417
374600,0.062825822
353200,0.5785410189742519
377808,0.0631284
357128,0.688013263533185
369186,0.063356476
357297,0.6858456701174267
370276,0.063605217
360576,0.17420664754516446
365579,0.063826013
370256,0.064432058
365349,0.064529235
369617,0.064546788
367888,0.064739911
370918,0.065079572
372959,0.065081576
365750,0.065176283
360553,0.6134804248547896
360596,0.16339922791910058
355202,0.3067220871498033
360387,0.1257691965774192
364293,0.2081646256894472
354595,0.16349695957414295
366062,0.067015339
373254,0.067042762
361133,0.16364007257297214
361136,0.39998814692737716
374929,0.067845033
373237,0.06812026
358178,0.16364007257297214
376890,0.068410195
354663,0.4060600776751088
377801,0.069032858
367574,0.069238025
355155,0.3181977900060331
355378,0.20210512626645652
357488,0.16728152329985327
363863,0.5137856262642091
363284,0.7833665197219838
367422,0.072403711
363886,0.6481908552275817
375931,0.073154079
364165,0.17661640788715854
367170,0.073753945
357661,0.1646852909872405
364302,0.37792026045537813
374464,0.074337511
363478,0.17636847574514242
363289,0.5179881334040334
361848,0.12084180385449486
356418,0.17286633256493295
373804,0.075810776
357287,0.36154174933044164
357322,0.27430611601223537
362586,0.4662823859198907
377954,0.077631029
367370,0.07818028
369395,0.07844815
375995,0.079027861
372636,0.079061842
355196,0.7089455314600295
355397,0.7384745798722883
364734,0.7847296485457331
354211,0.15616075812270083
374429,0.079562142
368544,0.079598468
369619,0.079705305
369455,0.080005903
378106,0.081096801
366077,0.081169531
356395,0.12077187772701219
368742,0.081566178
367726,0.081862831
362735,0.6680346451414669
364316,0.5253121449994146
369816,0.083187412
358569,0.4507197693377275
373405,0.083421517
370724,0.084010146
358040,0.3148652432010817
354417,0.20047469771711865
